1.000000e+08 1.328164e-07
1.204504e+08 9.286025e-08
1.450829e+08 6.491906e-08
1.747528e+08 4.539361e-08
2.104904e+08 3.175026e-08
2.535364e+08 2.225078e-08
3.053856e+08 1.564860e-08
3.678380e+08 1.095984e-08
4.430621e+08 7.630970e-09
5.336699e+08 5.337663e-09
6.428073e+08 3.743830e-09
7.742637e+08 2.625411e-09
9.326033e+08 1.840586e-09
1.123324e+09 1.290320e-09
1.353048e+09 9.045384e-10
1.629751e+09 6.342091e-10
1.963041e+09 4.447917e-10
2.364489e+09 3.120211e-10
2.848036e+09 2.189035e-10
3.430469e+09 1.536199e-10
4.132012e+09 1.078322e-10
4.977024e+09 7.570315e-11
5.994843e+09 5.315780e-11
7.220809e+09 3.733223e-11
8.697490e+09 2.622196e-11
1.047616e+10 1.842463e-11
1.261857e+10 1.294899e-11
1.519911e+10 9.101632e-12
1.830738e+10 6.398508e-12
2.205131e+10 4.499020e-12
2.656088e+10 3.164093e-12
3.199267e+10 2.225644e-12
3.853529e+10 1.565820e-12
4.641589e+10 1.101780e-12
5.590810e+10 7.753960e-13
6.734151e+10 5.457699e-13
8.111308e+10 3.841955e-13
9.770100e+10 2.704917e-13
1.176812e+11 1.904607e-13
1.417474e+11 1.341164e-13
1.707353e+11 9.444811e-14
2.056512e+11 6.651658e-14
2.477076e+11 4.684749e-14
2.983647e+11 3.299273e-14
3.593814e+11 2.323504e-14
4.328761e+11 1.636152e-14
5.214008e+11 1.152019e-14
6.280291e+11 8.110697e-15
7.564633e+11 5.708336e-15
9.111628e+11 4.017106e-15
1.097499e+12 2.825349e-15
1.321941e+12 1.986775e-15
1.592283e+12 1.396369e-15
1.917910e+12 9.807333e-16
2.310130e+12 6.884825e-16
2.782559e+12 4.829233e-16
3.351603e+12 3.383536e-16
4.037017e+12 2.368811e-16
4.862602e+12 1.656423e-16
5.857021e+12 1.156396e-16
7.054802e+12 8.065098e-17
8.497534e+12 5.610186e-17
1.023531e+13 3.898203e-17
1.232847e+13 2.700200e-17
1.484968e+13 1.867584e-17
1.788650e+13 1.285867e-17
2.154435e+13 8.842698e-18
2.595024e+13 6.043525e-18
3.125716e+13 4.124283e-18
3.764936e+13 2.793132e-18
4.534879e+13 1.886261e-18
5.462277e+13 1.265314e-18
6.579332e+13 8.408994e-19
7.924829e+13 5.574410e-19
9.545485e+13 3.644765e-19
1.149757e+14 2.369745e-19
1.384886e+14 1.453348e-19
1.668101e+14 9.751880e-20
2.009233e+14 5.930423e-20
2.420128e+14 3.697522e-20
2.915053e+14 2.228636e-20
3.511192e+14 1.316886e-20
4.229243e+14 7.530121e-21
5.094138e+14 4.248255e-21
6.135907e+14 2.331758e-21
7.390722e+14 1.230085e-21
8.902151e+14 6.265232e-22
1.072267e+15 3.035361e-22
1.291550e+15 1.387701e-22
1.555676e+15 6.065017e-23
1.873817e+15 2.454079e-23
2.257020e+15 9.230736e-24
2.718588e+15 3.169124e-24
3.274549e+15 9.789084e-25
3.944206e+15 2.703850e-25
4.750810e+15 6.504957e-26
5.722368e+15 1.390253e-26
6.892612e+15 2.165183e-27
8.302176e+15 3.064999e-28
1.000000e+16 3.263600e-29
