1e+08 1.575101e-07
120450400 1.100877e-07
145082900 7.694991e-08
174752800 5.378975e-08
210490400 3.761804e-08
253536400 2.638532e-08
305385600 1.855613e-08
367838000 1.294556e-08
443062100 9.019868e-09
533669900 6.319809e-09
642807300 4.43167e-09
774263700 3.106193e-09
932603300 2.176745e-09
1123324000 1.525411e-09
1353048000 1.069037e-09
1629751000 7.494087e-10
1963041000 5.255062e-10
2364489000 3.685749e-10
2848036000 2.585303e-10
3430469000 1.814063e-10
4132012000 1.273134e-10
4977024000 8.936513e-11
5994843000 6.274333e-11
7220809000 4.40576e-11
8697490000 3.094439e-11
10476160000 2.17421e-11
12618570000 1.527953e-11
15199110000 1.073927e-11
18307380000 7.549752e-12
22051310000 5.308854e-12
26560880000 3.733867e-12
31992670000 2.626765e-12
38535290000 1.848285e-12
46415890000 1.300801e-12
55908100000 9.156681e-13
67341510000 6.446904e-13
81113080000 4.539965e-13
9.7701e+10 3.19763e-13
117681200000 2.252568e-13
141747400000 1.587068e-13
170735300000 1.11838e-13
205651200000 7.881946e-14
247707600000 5.555352e-14
298364700000 3.916004e-14
359381400000 2.760603e-14
432876100000 1.946152e-14
521400800000 1.371935e-14
628029100000 9.671697e-15
756463300000 6.817784e-15
911162800000 4.805603e-15
1.097499e+12 3.386459e-15
1.321941e+12 2.385891e-15
1.592283e+12 1.680549e-15
1.91791e+12 1.183372e-15
2.31013e+12 8.327767e-16
2.782559e+12 5.858062e-16
3.351603e+12 4.118652e-16
4.037017e+12 2.892788e-16
4.862602e+12 2.030761e-16
5.857021e+12 1.423358e-16
7.054802e+12 9.968917e-17
8.497534e+12 6.971068e-17
1.023531e+13 4.866355e-17
1.232847e+13 3.392395e-17
1.484968e+13 2.358884e-17
1.78865e+13 1.637022e-17
2.154435e+13 1.132904e-17
2.595024e+13 7.807738e-18
3.125716e+13 5.374591e-18
3.764936e+13 3.670478e-18
4.534879e+13 2.510505e-18
5.462277e+13 1.697319e-18
6.579332e+13 1.144584e-18
7.924829e+13 7.687178e-19
9.545485e+13 5.113205e-19
1.149757e+14 3.59325e-19
1.384886e+14 2.079388e-19
1.668101e+14 1.472986e-19
2.009233e+14 9.000953e-20
2.420128e+14 5.675384e-20
2.915053e+14 3.484303e-20
3.511192e+14 2.126066e-20
4.229243e+14 1.238389e-20
5.094138e+14 7.32496e-21
6.135907e+14 4.109051e-21
7.390722e+14 2.25381e-21
8.902151e+14 1.193996e-21
1.072267e+15 5.995115e-22
1.29155e+15 2.977079e-22
1.555676e+15 1.336668e-22
1.873817e+15 5.702378e-23
2.25702e+15 2.29067e-23
2.718588e+15 8.422264e-24
3.274549e+15 2.804498e-24
3.944206e+15 8.462408e-25
4.75081e+15 2.221385e-25
5.722368e+15 4.968982e-26
6.892612e+15 9.475106e-27
8.302176e+15 1.480338e-27
1e+16 1.788416e-28
